e, spectrum, unc
7.750000000000000000e+00,1.414116426238771400e+16,6.015862134402898699e+07
7.759999999999999787e+00,1.399172661692769200e+16,5.981234547210294753e+07
7.770000000000000462e+00,1.379765128290267400e+16,5.945433711463488638e+07
7.780000000000000249e+00,1.364944534748435800e+16,5.914678689225652814e+07
7.790000000000000036e+00,1.350587136687209800e+16,5.879315094106025249e+07
7.799999999999999822e+00,1.336169153867823600e+16,5.846073371558091044e+07
7.810000000000000497e+00,1.322109735774895000e+16,5.812299873540209234e+07
7.820000000000000284e+00,1.307932399603288600e+16,5.782742289625286311e+07
7.830000000000000071e+00,1.293891193882204400e+16,5.742662079027643055e+07
7.839999999999999858e+00,1.278882727680005600e+16,5.689480461788845807e+07
7.850000000000000533e+00,1.263936192724715800e+16,5.654144472843883932e+07
7.860000000000000320e+00,1.243183226433828000e+16,5.623869219689022750e+07
7.870000000000000107e+00,1.223416042177082600e+16,5.590990398918005079e+07
7.879999999999999893e+00,1.209431082372547600e+16,5.555140403472156078e+07
7.890000000000000568e+00,1.195431318993267000e+16,5.516127063400623202e+07
7.900000000000000355e+00,1.181381848154700600e+16,5.479125497533150017e+07
7.910000000000000142e+00,1.166921795660671600e+16,5.442485771948084980e+07
7.919999999999999929e+00,1.152703484443925000e+16,5.401722553625443578e+07
7.930000000000000604e+00,1.138451557031023400e+16,5.361949911268137395e+07
7.940000000000000391e+00,1.124135820102565000e+16,5.325612394745162874e+07
7.950000000000000178e+00,1.109309056626286800e+16,5.284062342670349032e+07
7.959999999999999964e+00,1.092911920324138000e+16,5.246161888718543947e+07
7.969999999999999751e+00,1.076001128457930800e+16,5.203037856598880142e+07
7.980000000000000426e+00,1.056022486851901000e+16,5.150622381460758299e+07
7.990000000000000213e+00,1.038890967450479200e+16,5.100770262059255689e+07
8.000000000000000000e+00,1.021526344686535600e+16,5.056807834223897755e+07
8.009999999999999787e+00,1.005034874768183600e+16,5.016503307928975672e+07
8.019999999999999574e+00,9.892676768543596000e+15,4.978512922939912975e+07
8.029999999999999361e+00,9.747627569551810000e+15,4.924106174415230751e+07
8.040000000000000924e+00,9.606513878448450000e+15,4.884201727389746904e+07
8.050000000000000711e+00,9.463785302137520000e+15,4.837522071939609945e+07
8.060000000000000497e+00,9.325784081164370000e+15,4.797801587342872471e+07
8.070000000000000284e+00,9.191288726141496000e+15,4.752439178326459974e+07
8.080000000000000071e+00,9.063051497412888000e+15,4.715972592536297441e+07
8.089999999999999858e+00,8.866557295571410000e+15,4.877257719833632559e+07
8.099999999999999645e+00,5.526298031822434000e+15,3.356379502477757633e+07
8.109999999999999432e+00,4.872460768359286000e+15,3.252658486237368733e+07
8.120000000000000995e+00,4.736300642153792000e+15,2.980455422269664332e+07
8.130000000000000782e+00,4.620340301430854000e+15,2.990367126601251960e+07
8.140000000000000568e+00,4.552774201175793000e+15,2.980151584295742214e+07
8.150000000000000355e+00,4.503094869967820500e+15,2.954975179329613969e+07
8.160000000000000142e+00,4.382439044367222500e+15,2.938225938832555711e+07
8.169999999999999929e+00,4.324757926408819000e+15,2.917671271675998345e+07
8.179999999999999716e+00,4.277978376078912000e+15,2.924787070761134848e+07
8.189999999999999503e+00,4.233776576621160000e+15,2.891647468804156780e+07
8.199999999999999289e+00,4.089867271699654500e+15,2.879119810697143152e+07
8.210000000000000853e+00,4.031093024370855500e+15,2.873286476941435784e+07
8.220000000000000639e+00,3.942557822380627000e+15,2.845638732317146286e+07
8.230000000000000426e+00,3.793840585661174500e+15,2.809101502297082916e+07
8.240000000000000213e+00,3.748172935753561500e+15,2.798258675810233504e+07
8.250000000000000000e+00,3.709174044964392000e+15,2.798282783537729084e+07
8.259999999999999787e+00,3.604263002179049000e+15,2.736036527141547576e+07
8.269999999999999574e+00,3.545024494862244500e+15,2.711182363710695505e+07
8.279999999999999361e+00,3.503311801817159000e+15,2.722613997002147511e+07
8.290000000000000924e+00,3.467608346200440500e+15,2.709424094957535714e+07
8.300000000000000711e+00,3.432065712226185500e+15,2.674649717923624068e+07
8.310000000000000497e+00,3.385287233901169500e+15,2.665527659020750225e+07
8.320000000000000284e+00,3.293672183782765500e+15,2.633887753659076616e+07
8.330000000000000071e+00,3.245269787957290000e+15,2.604822417853042483e+07
8.339999999999999858e+00,3.210837127592741000e+15,2.598547281875380874e+07
8.349999999999999645e+00,3.168952363694568500e+15,2.601626474842760712e+07
8.359999999999999432e+00,3.126248280443958000e+15,2.594045554876555502e+07
8.370000000000000995e+00,3.087295927571772500e+15,2.574876514276236668e+07
8.380000000000000782e+00,3.054544541223247000e+15,2.571469387583003938e+07
8.390000000000000568e+00,3.022630302662364500e+15,2.540723917870967463e+07
8.400000000000000355e+00,2.990831405124737000e+15,2.516942718540053442e+07
8.410000000000000142e+00,2.957561724352394000e+15,2.515200336661602929e+07
8.419999999999999929e+00,2.693024900971118500e+15,2.051868133798573166e+07
8.429999999999999716e+00,2.662323702013005000e+15,2.042631048548762873e+07
8.439999999999999503e+00,2.629985347381886500e+15,2.031435713824700564e+07
8.449999999999999289e+00,2.600363458056193000e+15,2.022713053141391277e+07
8.460000000000000853e+00,2.518602521312295500e+15,1.968027796206358448e+07
8.470000000000000639e+00,2.481636681963900000e+15,1.954438576858794689e+07
8.480000000000000426e+00,2.394199833934466500e+15,1.928405450198816881e+07
8.490000000000000213e+00,2.315322813112391500e+15,1.909838258062920719e+07
8.500000000000000000e+00,2.292978718407347500e+15,1.902063648137431219e+07
8.509999999999999787e+00,2.270898385834448500e+15,1.894730695258554816e+07
8.519999999999999574e+00,2.249165679373706750e+15,1.887173889875360578e+07
8.529999999999999361e+00,2.227402359425238000e+15,1.883273105935452878e+07
8.540000000000000924e+00,2.134475087425419250e+15,1.879644627377090976e+07
8.550000000000000711e+00,2.076899947414548750e+15,1.880273630757920444e+07
8.560000000000000497e+00,2.052452850298076000e+15,1.872859051654113457e+07
8.570000000000000284e+00,2.031746489675938500e+15,1.864549887528657541e+07
8.580000000000000071e+00,2.011935110062165250e+15,1.858527259809551761e+07
8.589999999999999858e+00,1.992160581614984000e+15,1.851559112895363569e+07
8.599999999999999645e+00,1.931835537077577250e+15,1.828054080883997679e+07
8.609999999999999432e+00,1.912728792364951250e+15,1.820854286133085936e+07
8.620000000000000995e+00,1.893630930440232500e+15,1.813558424164905027e+07
8.630000000000000782e+00,1.871585211600664000e+15,1.806177342889419198e+07
8.640000000000000568e+00,1.836111898037413250e+15,1.790360775693405420e+07
8.650000000000000355e+00,1.816589908484685250e+15,1.783381268886914849e+07
8.660000000000000142e+00,1.797535925688275250e+15,1.775873266296149045e+07
8.669999999999999929e+00,1.778707313975740500e+15,1.768212460654555634e+07
8.679999999999999716e+00,1.760054209010198250e+15,1.760977084496035427e+07
8.689999999999999503e+00,1.738923540063964000e+15,1.756089261553214118e+07
8.700000000000001066e+00,1.718660866105838500e+15,1.748716755602559447e+07
8.710000000000000853e+00,1.698791163507905250e+15,1.741106830107611418e+07
8.720000000000000639e+00,1.649204787393347750e+15,1.727844884729405865e+07
8.730000000000000426e+00,1.605757751195762250e+15,1.714054236966905370e+07
8.740000000000000213e+00,1.586104833307095000e+15,1.705721933258895949e+07
8.750000000000000000e+00,1.567522673995405250e+15,1.698045313110266253e+07
8.759999999999999787e+00,1.549353729370371500e+15,1.689568681700786948e+07
8.769999999999999574e+00,1.531709437593096500e+15,1.681440441092020646e+07
8.779999999999999361e+00,1.514320859643518250e+15,1.673669923242318258e+07
8.790000000000000924e+00,1.496721382401811500e+15,1.666052794619752653e+07
8.800000000000000711e+00,1.478902202457068000e+15,1.658669809668566287e+07
8.810000000000000497e+00,1.460176013569123500e+15,1.649916631987256929e+07
8.820000000000000284e+00,1.442925922470581000e+15,1.641934676864957809e+07
8.830000000000000071e+00,1.412083460939696500e+15,1.633571301526117697e+07
8.839999999999999858e+00,1.371267370100660250e+15,1.626570875686579756e+07
8.849999999999999645e+00,1.351921354244965250e+15,1.617786874891347438e+07
8.859999999999999432e+00,1.307148992094838500e+15,1.607866947784390673e+07
8.870000000000000995e+00,1.282535742753434250e+15,1.600706201593995094e+07
8.880000000000000782e+00,1.266967934788938250e+15,1.592186973244681023e+07
8.890000000000000568e+00,1.251484615376147500e+15,1.583498775535580330e+07
8.900000000000000355e+00,1.236055129682989500e+15,1.575569620793306269e+07
8.910000000000000142e+00,1.220670298080009250e+15,1.566884836749458313e+07
8.919999999999999929e+00,1.205231289917099250e+15,1.559008368035722710e+07
8.929999999999999716e+00,1.188539525797723750e+15,1.550164332894781418e+07
8.939999999999999503e+00,1.173607255448919250e+15,1.541893123435479961e+07
8.950000000000001066e+00,1.159087444109505000e+15,1.534156446427325718e+07
8.960000000000000853e+00,1.145072815943827000e+15,1.526638757867221534e+07
8.970000000000000639e+00,1.049764071081597750e+15,1.530511196485175565e+07
8.980000000000000426e+00,9.913640783556630000e+14,1.562850925608172454e+07
8.990000000000000213e+00,8.226717663085297500e+14,1.376449793842021562e+07
9.000000000000000000e+00,7.550349052542502500e+14,1.384704095337211341e+07
9.009999999999999787e+00,7.422884391767700000e+14,1.382027706686109491e+07
9.019999999999999574e+00,7.297146918554732500e+14,1.373153437201020308e+07
9.029999999999999361e+00,7.223342445307887500e+14,1.368360997997082956e+07
9.040000000000000924e+00,7.152746800820431250e+14,1.364038246940167807e+07
9.050000000000000711e+00,7.052434769131610000e+14,1.357202318792592920e+07
9.060000000000000497e+00,6.984147803809066250e+14,1.350161160702851973e+07
9.070000000000000284e+00,6.918260045206085000e+14,1.345688663477852382e+07
9.080000000000000071e+00,6.828362734126271250e+14,1.340530626123936661e+07
9.089999999999999858e+00,6.757136527570780000e+14,1.335797925886908174e+07
9.099999999999999645e+00,6.693806967320043750e+14,1.331244707939828187e+07
9.109999999999999432e+00,6.625450176483875000e+14,1.326008183182062022e+07
9.120000000000000995e+00,6.556970841299377500e+14,1.320835005890941992e+07
9.130000000000000782e+00,6.485609200691708750e+14,1.315277985276896320e+07
9.140000000000000568e+00,6.423170799192100000e+14,1.310701315392503142e+07
9.150000000000000355e+00,6.360164893016652500e+14,1.306099858270752430e+07
9.160000000000000142e+00,6.266931804349122500e+14,1.313326879636605643e+07
9.169999999999999929e+00,6.197284377107392500e+14,1.308178467692725174e+07
9.179999999999999716e+00,6.118995829335015000e+14,1.304177004418278486e+07
9.189999999999999503e+00,6.005251225162938750e+14,1.304449467298446596e+07
9.200000000000001066e+00,5.946346637350981250e+14,1.299372638706322759e+07
9.210000000000000853e+00,5.888057014530840000e+14,1.294320447901837155e+07
9.220000000000000639e+00,5.716247929296470000e+14,1.274017818604828231e+07
9.230000000000000426e+00,5.639518153252150000e+14,1.266541822365345992e+07
9.240000000000000213e+00,5.584476165886140000e+14,1.261722569306281768e+07
9.250000000000000000e+00,5.528625517178902500e+14,1.256684134848054871e+07
9.259999999999999787e+00,5.466790985162185000e+14,1.252117682274745964e+07
9.269999999999999574e+00,5.410494619371425625e+14,1.247093316202061065e+07
9.279999999999999361e+00,5.305616450104268125e+14,1.243143703117179498e+07
9.290000000000000924e+00,5.249406926269080625e+14,1.236326833768092468e+07
9.300000000000000711e+00,5.196853463479340625e+14,1.231336365247041732e+07
9.310000000000000497e+00,5.129428671088824375e+14,1.219047303504087962e+07
9.320000000000000284e+00,5.077862421168810625e+14,1.213991954129711352e+07
9.330000000000000071e+00,5.021013587167430625e+14,1.208367522849676944e+07
9.339999999999999858e+00,4.968391822995802500e+14,1.203375795932050236e+07
9.349999999999999645e+00,4.911546002566823750e+14,1.198706006595757790e+07
9.359999999999999432e+00,4.858613823455259375e+14,1.193799316413901001e+07
9.370000000000000995e+00,4.720795405186961250e+14,1.198531962184008397e+07
9.380000000000000782e+00,4.671919354775973750e+14,1.193426932778834924e+07
9.390000000000000568e+00,4.623120344886380625e+14,1.188291049512355402e+07
9.400000000000000355e+00,4.574529084615373125e+14,1.183145971842252836e+07
9.410000000000000142e+00,4.526103671744286875e+14,1.177977602708420157e+07
9.419999999999999929e+00,4.466927112604541250e+14,1.172488214390562102e+07
9.429999999999999716e+00,4.419176725430668125e+14,1.167149668544115499e+07
9.439999999999999503e+00,4.363359893241203125e+14,1.161299339618412964e+07
9.450000000000001066e+00,4.300501257505143750e+14,1.155996574945769645e+07
9.460000000000000853e+00,4.247279821036640625e+14,1.151050744321008399e+07
9.470000000000000639e+00,4.189020283086804375e+14,1.145392849305374920e+07
9.480000000000000426e+00,4.092564506601468125e+14,1.138793613327703625e+07
9.490000000000000213e+00,4.044923518411682500e+14,1.133609228257357888e+07
9.500000000000000000e+00,3.993610432858254375e+14,1.128154652003492787e+07
9.509999999999999787e+00,3.946171971612399375e+14,1.122606403966148011e+07
9.519999999999999574e+00,3.901855769669630625e+14,1.117170352584811486e+07
9.529999999999999361e+00,3.858224221021125625e+14,1.111782004868217744e+07
9.540000000000000924e+00,3.814838189831487500e+14,1.106386609374765120e+07
9.550000000000000711e+00,3.771753488481591250e+14,1.100977265111619420e+07
9.560000000000000497e+00,3.715061207302921875e+14,1.095039981130813621e+07
9.570000000000000284e+00,3.651495532870636250e+14,1.089318594529908709e+07
9.580000000000000071e+00,3.605641414784164375e+14,1.083992045949132927e+07
9.589999999999999858e+00,3.508434162684796875e+14,1.071576848089399375e+07
9.599999999999999645e+00,3.422204619062411875e+14,1.059610407444770820e+07
9.609999999999999432e+00,3.384525360303528750e+14,1.054441014057121612e+07
9.620000000000000995e+00,3.347627388398186875e+14,1.049365519249382988e+07
9.630000000000000782e+00,3.310809690865258750e+14,1.044267444715753756e+07
9.640000000000000568e+00,3.274079082310604375e+14,1.039136987621257640e+07
9.650000000000000355e+00,3.237436124943119375e+14,1.033974719419655390e+07
9.660000000000000142e+00,3.198014796604356875e+14,1.028236295915291086e+07
9.669999999999999929e+00,3.161328071185326875e+14,1.022976483076292276e+07
9.679999999999999716e+00,3.124836631230986250e+14,1.017701083569846861e+07
9.689999999999999503e+00,3.088745506893964375e+14,1.012448676803131960e+07
9.700000000000001066e+00,3.052823718570201875e+14,1.007167772896927595e+07
9.710000000000000853e+00,3.010351490691256875e+14,1.001155305801675655e+07
9.720000000000000639e+00,2.954983184486557500e+14,9.938442289461456239e+06
9.730000000000000426e+00,2.918172734967915625e+14,9.881309062491515651e+06
9.740000000000000213e+00,2.870230078886493750e+14,9.802175571578908712e+06
9.750000000000000000e+00,2.832940006742235000e+14,9.743230035611819476e+06
9.759999999999999787e+00,2.798959268209658125e+14,9.690107445375379175e+06
9.769999999999999574e+00,2.759146722931413750e+14,9.640176620506277308e+06
9.779999999999999361e+00,2.701661500452260625e+14,9.565104795859837905e+06
9.790000000000000924e+00,2.655328522159701250e+14,9.485165809750193730e+06
9.800000000000000711e+00,2.623271461354930312e+14,9.431776212026922032e+06
9.810000000000000497e+00,2.591340426900256875e+14,9.378214317250939086e+06
9.820000000000000284e+00,2.559207174944772500e+14,9.330230290371948853e+06
9.830000000000000071e+00,2.520815370722440625e+14,9.263693884118061513e+06
9.839999999999999858e+00,2.481951961403802812e+14,9.194386167834375054e+06
9.849999999999999645e+00,2.413119198647385625e+14,9.173933352824736387e+06
9.859999999999999432e+00,2.383776742379933750e+14,9.119210097953025252e+06
9.870000000000000995e+00,2.354554651938178750e+14,9.064418545822611079e+06
9.880000000000000782e+00,2.325462000336496250e+14,9.009657419238282368e+06
9.890000000000000568e+00,2.296499804979764375e+14,8.954911379516873509e+06
9.900000000000000355e+00,2.267642600725965938e+14,8.899834916481662542e+06
9.910000000000000142e+00,2.195817567969470625e+14,8.573295501408522949e+06
9.919999999999999929e+00,2.095632435762277188e+14,8.169177841470680200e+06
9.929999999999999716e+00,2.069099426551548750e+14,8.118422057165091857e+06
9.939999999999999503e+00,2.025907710083200000e+14,8.071623304485100321e+06
9.950000000000001066e+00,1.998534177296552188e+14,8.020844031354065053e+06
9.960000000000000853e+00,1.972819405950565938e+14,7.969312855836764909e+06
9.970000000000000639e+00,1.945217685741042500e+14,7.918107803885927424e+06
9.980000000000000426e+00,1.919670305280650312e+14,7.866471286760720424e+06
9.990000000000000213e+00,1.894434820185739375e+14,7.814819669131247327e+06
1.000000000000000000e+01,1.869139329708585000e+14,7.762908409374620765e+06
1.000999999999999979e+01,1.842319622854063750e+14,7.708851156443398446e+06
1.001999999999999957e+01,1.817290247104547500e+14,7.659137030965169892e+06
1.002999999999999936e+01,1.792563007302893750e+14,7.607153319084446877e+06
1.004000000000000092e+01,1.767914061244344375e+14,7.556094295522336848e+06
1.005000000000000071e+01,1.743553904537301250e+14,7.504280250750014558e+06
1.006000000000000050e+01,1.701990667285353438e+14,7.456994584543056786e+06
1.007000000000000028e+01,1.674962761785238750e+14,7.405337667572280392e+06
1.008000000000000007e+01,1.651730661220940938e+14,7.352842584830068052e+06
1.008999999999999986e+01,1.618822365917747188e+14,7.292473193618163466e+06
1.009999999999999964e+01,1.591757389770835000e+14,7.240296848923683167e+06
1.010999999999999943e+01,1.565022038120525625e+14,7.184246340070814826e+06
1.012000000000000099e+01,1.541493501954431250e+14,7.129255722192437388e+06
1.013000000000000078e+01,1.519183596141322812e+14,7.076456134451584890e+06
1.014000000000000057e+01,1.491771652774100938e+14,7.024398806356512010e+06
1.015000000000000036e+01,1.469296122756680000e+14,6.970972399782391265e+06
1.016000000000000014e+01,1.447917656104640938e+14,6.918700784525494091e+06
1.016999999999999993e+01,1.426664749282470312e+14,6.866325369494641200e+06
1.017999999999999972e+01,1.405106386808013594e+14,6.813512971459056251e+06
1.018999999999999950e+01,1.383865916143860938e+14,6.761133754182660952e+06
1.020000000000000107e+01,1.363105201702797188e+14,6.709631653512996621e+06
1.021000000000000085e+01,1.342752671807227031e+14,6.658472894846618176e+06
1.022000000000000064e+01,1.322756582458033125e+14,6.608349627527826466e+06
1.023000000000000043e+01,1.303215547002194062e+14,6.558621494023431093e+06
1.024000000000000021e+01,1.280567872884577812e+14,6.507905207785765640e+06
1.025000000000000000e+01,1.104247626466056562e+14,6.071569485659823753e+06
1.025999999999999979e+01,1.082963912877947969e+14,6.017524111825422384e+06
1.026999999999999957e+01,1.067861515918100781e+14,5.978322058210645802e+06
1.027999999999999936e+01,1.054193547700580938e+14,5.941544172683253884e+06
1.029000000000000092e+01,1.040693493719160000e+14,5.904783974807688035e+06
1.030000000000000071e+01,1.027094126812568281e+14,5.867987531840130687e+06
1.031000000000000050e+01,1.013703626293847656e+14,5.830944904550038278e+06
1.032000000000000028e+01,1.000453860490893750e+14,5.793941480754742399e+06
1.033000000000000007e+01,9.872734606626860938e+13,5.757025548900396563e+06
1.033999999999999986e+01,9.710946014999768750e+13,5.721892349093360826e+06
1.034999999999999964e+01,9.579899204393960938e+13,5.684909145907028578e+06
1.035999999999999943e+01,9.449743980917018750e+13,5.647807971620478667e+06
1.037000000000000099e+01,9.320020965496018750e+13,5.629502015672957525e+06
1.038000000000000078e+01,9.122331380801981250e+13,5.567728419860121794e+06
1.039000000000000057e+01,8.998007230819170312e+13,5.531125297896482050e+06
1.040000000000000036e+01,8.874021403444239062e+13,5.494344449647128582e+06
1.041000000000000014e+01,8.749900527710373438e+13,5.459192010536005720e+06
1.041999999999999993e+01,8.627379481205198438e+13,5.422791032962478697e+06
1.042999999999999972e+01,8.481363206289945312e+13,5.379896997166777961e+06
1.043999999999999950e+01,8.360069596130428125e+13,5.342905441710432991e+06
1.045000000000000107e+01,8.240406398607860938e+13,5.306223619125862606e+06
1.046000000000000085e+01,8.121380191798023438e+13,5.269638754133536480e+06
1.047000000000000064e+01,8.003008062505957812e+13,5.233180493478366174e+06
1.048000000000000043e+01,7.882794495479662500e+13,5.196329604714875109e+06
1.049000000000000021e+01,7.751849506787289062e+13,5.155451888796743006e+06
1.050000000000000000e+01,7.633821649797078125e+13,5.119607252287446521e+06
1.050999999999999979e+01,7.518534910386860938e+13,5.083366980557862669e+06
1.051999999999999957e+01,7.403977351797021875e+13,5.047043784798376262e+06
1.052999999999999936e+01,7.289869644998581250e+13,5.010716950524415821e+06
1.054000000000000092e+01,7.176615388783948438e+13,4.974477854012686759e+06
1.055000000000000071e+01,7.064033901483478125e+13,4.938280270611270331e+06
1.056000000000000050e+01,6.952125803953387500e+13,4.902187746466165408e+06
1.057000000000000028e+01,6.840844986069396875e+13,4.866040384285021573e+06
1.058000000000000007e+01,6.730085075032727344e+13,4.830089943571472540e+06
1.058999999999999986e+01,6.620263903672085156e+13,4.794046018400942907e+06
1.059999999999999964e+01,6.511157621237632812e+13,4.758181424883850850e+06
1.060999999999999943e+01,6.402779751904000000e+13,4.722370951864713803e+06
1.062000000000000099e+01,6.295145952420095312e+13,4.686763582775323652e+06
1.063000000000000078e+01,6.188274575224094531e+13,4.651151039176611230e+06
1.064000000000000057e+01,6.082110784868998438e+13,4.615541707263003103e+06
1.065000000000000036e+01,5.976835001413097656e+13,4.580117858687478118e+06
1.066000000000000014e+01,5.872409146659326562e+13,4.544726617735786363e+06
1.066999999999999993e+01,5.768872380113364844e+13,4.509482103056279011e+06
1.067999999999999972e+01,5.666293951540550000e+13,4.474464485433331691e+06
1.068999999999999950e+01,5.564757505583978125e+13,4.439411288387291133e+06
1.070000000000000107e+01,5.464213220723224219e+13,4.404503280074967071e+06
1.071000000000000085e+01,5.365171005816229688e+13,4.369750543602123857e+06
1.072000000000000064e+01,5.266465678223974219e+13,4.334929640634030104e+06
1.073000000000000043e+01,5.102378112844572656e+13,4.283072973115033470e+06
1.074000000000000021e+01,5.002191583556176562e+13,4.249234130194781348e+06
1.075000000000000000e+01,4.623398818677188281e+13,4.256499724523987621e+06
1.075999999999999979e+01,4.386051007254778906e+13,4.246380618546563201e+06
1.076999999999999957e+01,4.311273333554075781e+13,4.211448042404635809e+06
1.077999999999999936e+01,4.236128569113396875e+13,4.176539560135214124e+06
1.079000000000000092e+01,4.162548870734990625e+13,4.141983938657233026e+06
1.080000000000000071e+01,4.070019080664049219e+13,4.099024713817646727e+06
1.081000000000000050e+01,3.964396396968026562e+13,4.050161064219174441e+06
1.082000000000000028e+01,3.895396037945753125e+13,4.017017951182682533e+06
1.083000000000000007e+01,3.788029105312781250e+13,3.981437273251595907e+06
1.083999999999999986e+01,3.691832727237201562e+13,3.949879600105520803e+06
1.084999999999999964e+01,3.626986194772510156e+13,3.917407415694468655e+06
1.085999999999999943e+01,3.562801969648472656e+13,3.885311601508717053e+06
1.087000000000000099e+01,3.499331303104658594e+13,3.853636187627780717e+06
1.088000000000000078e+01,3.436589304046860938e+13,3.822269197008555755e+06
1.089000000000000057e+01,3.374693083046941797e+13,3.791283479998333380e+06
1.090000000000000036e+01,3.313923919905928125e+13,3.760933264416354708e+06
1.091000000000000014e+01,3.254398522229499219e+13,3.730952150279701222e+06
1.091999999999999993e+01,3.196442620003074219e+13,3.701861067416018341e+06
1.092999999999999972e+01,3.140543823536570312e+13,3.673593844949822873e+06
1.093999999999999950e+01,3.087330139575701562e+13,3.646563186023592949e+06
1.095000000000000107e+01,2.866610633878031250e+13,3.556494490172249265e+06
1.096000000000000085e+01,2.121123670508381250e+13,3.415860957048019860e+06
1.097000000000000064e+01,2.100460614707170312e+13,3.399370101583934855e+06
1.098000000000000043e+01,2.079830011015959375e+13,3.382776065399452113e+06
1.099000000000000021e+01,2.059233525902706641e+13,3.366171144663237035e+06
1.100000000000000000e+01,2.038673169442221484e+13,3.349557133449860848e+06
1.100999999999999979e+01,2.018151452311116016e+13,3.332794118892635684e+06
1.101999999999999957e+01,1.997671629972085156e+13,3.316049855540656019e+06
1.102999999999999936e+01,1.977238089852250781e+13,3.299260868548060302e+06
1.104000000000000092e+01,1.956856972009151172e+13,3.282392667175362352e+06
1.105000000000000071e+01,1.936537145666795312e+13,3.265492547718814109e+06
1.106000000000000050e+01,1.916291440307407812e+13,3.248605999017449096e+06
1.107000000000000028e+01,1.896017871190127734e+13,3.231617665346665308e+06
1.108000000000000007e+01,1.875859813192754688e+13,3.214692207264750730e+06
1.108999999999999986e+01,1.835505990866360938e+13,3.180144412128706463e+06
1.109999999999999964e+01,1.816069719481844922e+13,3.163461754014193546e+06
1.110999999999999943e+01,1.796904653361056250e+13,3.146935607990431599e+06
1.112000000000000099e+01,1.777844220686630859e+13,3.130400605302721262e+06
1.113000000000000078e+01,1.746011905946665430e+13,3.107193764775156509e+06
1.114000000000000057e+01,1.720278715126218750e+13,3.086979180900935084e+06
1.115000000000000036e+01,1.701836409061325586e+13,3.070478391363905743e+06
1.116000000000000014e+01,1.683436352942338281e+13,3.054016137060175184e+06
1.116999999999999993e+01,1.665063008638606055e+13,3.037531139704270754e+06
1.117999999999999972e+01,1.644707531549680273e+13,3.018932074148492888e+06
1.118999999999999950e+01,1.626492654732688086e+13,3.002240652381462045e+06
1.120000000000000107e+01,1.608339100640012305e+13,2.985546194899291731e+06
1.121000000000000085e+01,1.590227499904316016e+13,2.968771418511429802e+06
1.122000000000000064e+01,1.572158789157211719e+13,2.951887582683788147e+06
1.123000000000000043e+01,1.554133904058365625e+13,2.935013706519065890e+06
1.124000000000000021e+01,1.536153823742912109e+13,2.918025268555066083e+06
1.125000000000000000e+01,1.518219512562922656e+13,2.901007098173074424e+06
1.125999999999999979e+01,1.500331956044274414e+13,2.883956194052061532e+06
1.126999999999999957e+01,1.482492161226024414e+13,2.866837230764242820e+06
1.127999999999999936e+01,1.464701159553167188e+13,2.849671771779031958e+06
1.129000000000000092e+01,1.446959695222612695e+13,2.832458156764250714e+06
1.130000000000000071e+01,1.429269225048017188e+13,2.815114337581077125e+06
1.131000000000000050e+01,1.411631191821203711e+13,2.797784800437450875e+06
1.132000000000000028e+01,1.394033288850769141e+13,2.780352022255040240e+06
1.133000000000000007e+01,1.376503404144115039e+13,2.762885880456621759e+06
1.133999999999999986e+01,1.359029641956017188e+13,2.745400547291073017e+06
1.134999999999999964e+01,1.341613535922637695e+13,2.727819122289712541e+06
1.135999999999999943e+01,1.324254254544680273e+13,2.710171812927671708e+06
1.137000000000000099e+01,1.306950600475966211e+13,2.692510971103806514e+06
1.138000000000000078e+01,1.289720163212464062e+13,2.674777504612269346e+06
1.139000000000000057e+01,1.272554669156787109e+13,2.656960348400969524e+06
1.140000000000000036e+01,1.253005743762051953e+13,2.637984637414019555e+06
1.141000000000000014e+01,1.236046459668120117e+13,2.620095622038770001e+06
1.141999999999999993e+01,1.219151219224857422e+13,2.602189329726835713e+06
1.142999999999999972e+01,1.202322132735110352e+13,2.584192191660805140e+06
1.143999999999999950e+01,1.185560865624072852e+13,2.566206110730544198e+06
1.145000000000000107e+01,1.167416161893604883e+13,2.547391362421230413e+06
1.146000000000000085e+01,1.150433809055161523e+13,2.529152967433976941e+06
1.147000000000000064e+01,1.132839928815974023e+13,2.512369981632412411e+06
1.148000000000000043e+01,1.116436807522950000e+13,2.494069854059152771e+06
1.149000000000000021e+01,1.100100526296884180e+13,2.475737729971966706e+06
1.150000000000000000e+01,1.083638056643470898e+13,2.451460856353518553e+06
1.150999999999999979e+01,1.067445003716622266e+13,2.433125306428906508e+06
1.151999999999999957e+01,1.051322088485839258e+13,2.414771622309229802e+06
1.152999999999999936e+01,1.035271084107888672e+13,2.396381559310373385e+06
1.154000000000000092e+01,1.019292899737060156e+13,2.377896453637436964e+06
1.155000000000000071e+01,1.003387087099522266e+13,2.359376751767696813e+06
1.156000000000000050e+01,9.875586881565201172e+12,2.340760779422554653e+06
1.157000000000000028e+01,9.718073556799437500e+12,2.322156518082621507e+06
1.158000000000000007e+01,9.561347059517742188e+12,2.303384166573564988e+06
1.158999999999999986e+01,9.405424163636630859e+12,2.284673423109140713e+06
1.159999999999999964e+01,9.250322590208119141e+12,2.265817664983742870e+06
1.160999999999999943e+01,9.096064687319355469e+12,2.247016815306735691e+06
1.162000000000000099e+01,8.942678180528937500e+12,2.228053346612863243e+06
